schemaVersion,jobKey,source,identityExternalId,jobUrl,title,companyName,companySourceId,companyUrl,locationText,countryCode,city,region,workArrangements,workSchedules,contractTypes,postedAt,applicationDeadline,applicationUrl,applicationEmail,directApply,seniorityLevels,industries,jobFunctions,salaryCurrency,salaryExact,salaryMinimum,salaryMaximum,salaryPeriod,salaryRaw,descriptionText,llmStatus

